model,split,horizon_min,mae,rmse,mae_pat_avg,rmse_pat_avg,clarke_pct_A,clarke_pct_B,clarke_pct_C,clarke_pct_D,clarke_pct_E
gru_c2_zw,val,30,16.815088272094727,22.219223022460938,18.107798919677734,23.428337478637694,80.45039883654313,17.20946630822793,0.01983165131549954,2.313692653474946,0.006610550438499846
gru_c2_zw,val,60,22.683256149291992,30.80476188659668,25.407768630981444,32.99904685974121,68.61531003481556,27.056982944779868,0.2181481644704949,4.078709620554405,0.030849235379665947
gru_c2_zw,val,90,28.61077117919922,38.7740592956543,32.11255989074707,41.54881141662597,58.17284385879864,35.47662068661584,0.5046053501388216,5.7137190956767,0.13221100876999692
gru_c2_zw,test,30,16.545276641845703,22.160701751708984,18.61077465057373,23.948318634033203,81.27767375261593,16.686859786320078,0.05507214450930719,1.9803943165546867,0.0
gru_c2_zw,test,60,22.229103088378906,30.5863037109375,25.484230575561522,33.33187767028809,69.88434849653045,26.20112347174799,0.25553475052318536,3.621544222932041,0.03744905826632889
gru_c2_zw,test,90,27.74976348876953,38.210391998291016,32.34151630401611,42.19001708984375,61.36138341227007,32.62914417887433,0.5991849322612622,5.2384623857253,0.17182509086903844
gru_c2_zwh30,val,30,15.924339294433594,21.485084533691406,17.673962593078613,23.0113285446167,82.40051121590058,15.056630382089816,0.01101758406416641,2.525230267506941,0.006610550438499846
gru_c2_zwh30,val,60,22.160261154174805,30.363813400268555,25.33254207611084,33.023622360229496,69.23670177603455,25.6621568022564,0.18950244590366225,4.876382706800053,0.03525626900533251
gru_c2_zwh30,val,90,28.200532913208008,38.2880744934082,32.174044647216796,41.571981048583986,58.62236128861663,34.43215371733287,0.4384998457538231,6.390198757216518,0.11678639108016395
gru_c2_zwh30,test,30,15.725833892822266,21.545896530151367,18.059144859313964,23.333488845825194,83.01575063332966,14.895913646877409,0.05286925872893491,2.0354664610639936,0.0
gru_c2_zwh30,test,60,21.593446731567383,30.087902069091797,25.475701446533204,33.428539505004885,71.20607996475383,24.51371296398282,0.20266549179425047,4.042295406983148,0.0352461724859566
gru_c2_zwh30,test,90,27.196941375732422,37.59672927856445,32.49517166137695,42.439729080200195,61.87685868487719,31.85372838418328,0.4956493005837647,5.608547196827844,0.16521643352792156
gru_c2_zwh30a,val,30,15.872363090515137,21.124950408935547,17.537803688049316,22.88687469482422,81.98404653827508,16.310431448591952,0.006610550438499846,1.6923009122559605,0.006610550438499846
gru_c2_zwh30a,val,60,21.94977569580078,30.190073013305664,24.999067726135255,32.853925247192386,70.20845269049403,26.149134017892557,0.14102507602133005,3.4418932616455864,0.05949495394649861
gru_c2_zwh30a,val,90,27.985069274902344,38.36539840698242,31.819392852783203,41.4785489654541,59.69767749327927,34.21400555286237,0.39442950949715744,5.56608346921687,0.12780397514433034
gru_c2_zwh30a,test,30,15.510437965393066,20.74772834777832,17.3155500793457,22.5149222946167,82.33065315563388,16.155964313250358,0.00881154312148915,1.5045709879942726,0.0
gru_c2_zwh30a,test,60,21.4345703125,29.739511489868164,24.719298210144043,32.737251663208006,71.13999339134266,25.608547196827846,0.18724529133164444,3.0157506333296618,0.04846348716819033
gru_c2_zwh30a,test,90,26.999622344970703,37.47074890136719,31.930565223693847,41.87921371459961,62.28879832580681,32.29210265447737,0.4295627271725961,4.793479458090098,0.1960568344531336
